record_id,date,shift,operator_id,operator_name,worker_status,vendor,equipment_type,equipment_id,production_unit,job_type,condition,condition_factor,shift_hours,break_hours,downtime_minutes,downtime_reason,productive_hours,longest_nonstop_hours,baseline_per_hour,target_production,actual_production,target_boxes,actual_boxes,achievement_percentage,utilization_percentage,validation_status,foreman_status,supervisor_status,final_status,safety_alert,data_quality_flag
TRX-0000902,2026-01-23,Shift 1,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-18,move,Discharge,Kepadatan sedang,0.9,8,0.86,35.6,Equipment breakdown,6.55,5.47,10.0,58.9,57,58.9,57,96.8,81.8,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000903,2026-01-23,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Quay Crane,QC-04,box,Loading,Kepadatan tinggi,0.8,8,0.67,12.3,Yard congestion,7.12,3.6,28.0,159.6,170,159.6,170,106.5,89.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000904,2026-01-23,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,RTGC,RTG-09,box,Discharge,Normal,1.0,8,0.94,12.2,Operator change,6.86,2.91,20.0,137.1,124,137.1,124,90.4,85.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000905,2026-01-23,Shift 1,OPR-028,Operator 028,Outsourcing,Vendor B,RTGC,RTG-03,box,Loading,Normal,1.0,8,0.49,26.7,Weather,7.06,3.57,20.0,141.2,153,141.2,153,108.3,88.3,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000906,2026-01-23,Shift 1,OPR-010,Operator 010,Outsourcing,Vendor C,Reach Stacker,RS-02,box,Discharge,Kepadatan sedang,0.9,8,0.68,42.3,Waiting job,6.61,3.33,14.0,83.3,104,83.3,104,124.8,82.6,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000907,2026-01-23,Shift 1,OPR-002,Operator 002,Outsourcing,Vendor B,Quay Crane,QC-01,box,Loading,Normal,1.0,8,0.72,10.5,Waiting job,7.11,2.88,28.0,199.0,211,199.0,211,106.0,88.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000908,2026-01-23,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,Head Truck,HT-15,move,Discharge,Kepadatan sedang,0.9,8,0.82,21.4,Waiting job,6.82,2.7,10.0,61.4,53,61.4,53,86.3,85.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000909,2026-01-23,Shift 1,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-08,move,Discharge,Normal,1.0,8,1.1,9.0,Tidak ada,6.75,4.66,10.0,67.5,68,67.5,68,100.8,84.4,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000910,2026-01-23,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,RTGC,RTG-12,box,Loading,Normal,1.0,8,0.9,5.8,Tidak ada,7.01,2.56,20.0,140.2,149,140.2,149,106.3,87.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000911,2026-01-23,Shift 1,OPR-024,Operator 024,Tetap,Vendor B,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.98,36.0,System interruption,6.42,3.96,10.0,64.2,72,64.2,72,112.1,80.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000912,2026-01-23,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-02,box,Discharge,Normal,1.0,8,0.72,46.5,Equipment breakdown,6.5,3.23,28.0,182.1,178,182.1,178,97.7,81.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000913,2026-01-23,Shift 1,OPR-029,Operator 029,Outsourcing,Vendor A,RTGC,RTG-02,box,Discharge,Normal,1.0,8,0.83,16.9,Equipment breakdown,6.89,1.99,20.0,137.8,144,137.8,144,104.5,86.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000914,2026-01-23,Shift 2,OPR-012,Operator 012,Tetap,Vendor B,RTGC,RTG-03,box,Loading,Kepadatan sedang,0.9,8,0.78,24.2,Equipment breakdown,6.81,2.0,20.0,122.6,126,122.6,126,102.8,85.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000915,2026-01-23,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-13,move,Discharge,Normal,1.0,8,0.75,32.5,Operator change,6.71,1.97,10.0,67.1,61,67.1,61,91.0,83.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000916,2026-01-23,Shift 2,OPR-015,Operator 015,Outsourcing,Vendor A,Head Truck,HT-16,move,Discharge,Normal,1.0,8,0.78,3.1,Tidak ada,7.16,3.31,10.0,71.6,63,71.6,63,87.9,89.6,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000917,2026-01-23,Shift 2,OPR-002,Operator 002,Outsourcing,Vendor B,Quay Crane,QC-04,box,Loading,Kepadatan sedang,0.9,8,0.75,16.1,Operator change,6.98,3.05,28.0,176.0,160,176.0,160,90.9,87.3,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000918,2026-01-23,Shift 2,OPR-006,Operator 006,Tetap,Vendor C,Head Truck,HT-03,move,Loading,Kepadatan tinggi,0.8,8,0.54,14.4,Equipment breakdown,7.22,2.76,10.0,57.8,56,57.8,56,96.9,90.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000919,2026-01-23,Shift 2,OPR-008,Operator 008,Outsourcing,Vendor B,RTGC,RTG-06,box,Discharge,Kepadatan tinggi,0.8,8,0.83,87.4,Tidak ada,6.89,3.41,20.0,110.2,114,110.2,114,103.4,86.1,REVIEW,Approved,Approved,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000920,2026-01-23,Shift 2,OPR-018,Operator 018,Outsourcing,Vendor A,Reach Stacker,RS-03,box,Discharge,Normal,1.0,8,0.8,15.4,System interruption,6.94,2.09,14.0,97.2,101,97.2,101,103.9,86.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000921,2026-01-23,Shift 2,OPR-001,Operator 001,Outsourcing,Vendor B,Forklift,FL-02,box,Discharge,Kepadatan sedang,0.9,8,0.47,22.0,Weather,7.17,3.7,10.0,64.5,65,64.5,65,100.8,89.6,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000922,2026-01-23,Shift 2,OPR-021,Operator 021,Outsourcing,Vendor B,RTGC,RTG-12,box,Loading,Kepadatan sedang,0.9,8,0.78,34.9,Yard congestion,6.63,1.86,20.0,119.4,104,119.4,104,87.1,82.9,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000923,2026-01-23,Shift 2,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.65,16.9,Waiting job,7.06,2.42,10.0,70.6,68,70.6,68,96.3,88.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000924,2026-01-23,Shift 2,OPR-007,Operator 007,Outsourcing,Vendor B,Head Truck,HT-17,move,Discharge,Normal,1.0,8,0.76,33.1,System interruption,6.69,2.7,10.0,66.9,67,66.9,67,100.2,83.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000925,2026-01-23,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Quay Crane,QC-06,box,Discharge,Kepadatan sedang,0.9,8,0.74,4.1,Tidak ada,7.2,2.79,28.0,181.3,166,181.3,166,91.5,89.9,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000926,2026-01-23,Shift 2,OPR-027,Operator 027,Outsourcing,Vendor C,Forklift,FL-03,box,Loading,Normal,1.0,8,0.81,7.7,Tidak ada,7.06,4.0,10.0,70.6,68,70.6,68,96.4,88.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000927,2026-01-23,Shift 3,OPR-027,Operator 027,Outsourcing,Vendor C,Forklift,FL-01,box,Discharge,Kepadatan sedang,0.9,8,0.7,52.1,Waiting job,6.43,2.86,10.0,57.9,52,57.9,52,89.8,80.4,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000928,2026-01-23,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-04,move,Discharge,Normal,1.0,8,0.74,37.6,Operator change,6.63,2.27,10.0,66.3,69,66.3,69,104.1,82.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000929,2026-01-23,Shift 3,OPR-010,Operator 010,Outsourcing,Vendor C,Quay Crane,QC-05,box,Loading,Kepadatan tinggi,0.8,8,0.69,48.6,System interruption,6.5,3.56,28.0,145.5,91,145.5,91,62.5,81.2,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000930,2026-01-23,Shift 3,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-12,move,Discharge,Normal,1.0,8,0.63,2.5,Tidak ada,7.33,2.95,10.0,73.3,77,73.3,77,105.1,91.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000931,2026-01-23,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-02,move,Loading,Kepadatan sedang,0.9,8,0.7,44.6,Equipment breakdown,6.56,2.92,10.0,59.0,58,59.0,58,98.3,82.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000932,2026-01-23,Shift 3,OPR-011,Operator 011,Tetap,Vendor A,Head Truck,HT-01,move,Discharge,Normal,1.0,8,0.59,5.2,Tidak ada,7.32,3.5,10.0,73.2,73,73.2,73,99.7,91.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000933,2026-01-23,Shift 3,OPR-019,Operator 019,Tetap,Vendor B,Head Truck,HT-08,move,Discharge,Kepadatan sedang,0.9,8,0.81,2.2,Tidak ada,7.15,2.97,10.0,64.3,75,64.3,75,116.6,89.4,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000934,2026-01-23,Shift 3,OPR-026,Operator 026,Tetap,Vendor B,Reach Stacker,RS-03,box,Loading,Normal,1.0,8,0.72,23.7,Operator change,6.88,2.84,14.0,96.3,102,96.3,102,105.9,86.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000935,2026-01-23,Shift 3,OPR-015,Operator 015,Outsourcing,Vendor A,RTGC,RTG-05,box,Discharge,Normal,1.0,8,0.5,37.2,Equipment breakdown,6.88,2.55,20.0,137.7,142,137.7,142,103.1,86.0,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000936,2026-01-23,Shift 3,OPR-020,Operator 020,Outsourcing,Vendor A,Quay Crane,QC-02,box,Discharge,Normal,1.0,8,0.58,17.2,Equipment breakdown,7.14,3.69,28.0,199.9,200,199.9,200,100.1,89.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000937,2026-01-24,Shift 1,OPR-015,Operator 015,Outsourcing,Vendor A,Head Truck,HT-13,move,Loading,Normal,1.0,8,0.84,31.8,Yard congestion,6.63,2.61,10.0,59.7,53,59.7,53,88.8,82.9,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000938,2026-01-24,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.83,85.6,Weather,5.75,2.58,10.0,51.7,56,51.7,56,108.3,71.8,REVIEW,Approved,Pending,PENDING,SAFE,utilisasi_rendah
TRX-0000939,2026-01-24,Shift 1,OPR-001,Operator 001,Outsourcing,Vendor B,RTGC,RTG-11,box,Loading,Normal,1.0,8,0.75,43.6,Operator change,6.52,3.22,20.0,117.4,107,117.4,107,91.1,81.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000940,2026-01-24,Shift 1,OPR-024,Operator 024,Tetap,Vendor B,Head Truck,HT-16,move,Loading,Penghentian resmi,0.0,8,0.81,396.4,System interruption,0.58,3.41,10.0,0.0,0,0.0,0,0.0,7.2,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000941,2026-01-24,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Head Truck,HT-12,move,Discharge,Normal,1.0,8,0.37,68.3,Yard congestion,6.49,2.88,10.0,58.4,59,58.4,59,101.0,81.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000942,2026-01-24,Shift 1,OPR-002,Operator 002,Outsourcing,Vendor B,Reach Stacker,RS-01,box,Discharge,Normal,1.0,8,0.96,19.3,Waiting job,6.72,3.11,14.0,84.7,77,84.7,77,90.9,84.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000943,2026-01-24,Shift 1,OPR-018,Operator 018,Outsourcing,Vendor A,Quay Crane,QC-05,box,Loading,Normal,1.0,8,0.7,8.4,Tidak ada,7.16,5.53,28.0,180.5,159,180.5,159,88.1,89.5,REVIEW,Approved,Approved,PENDING,HARD ALERT,produksi_bawah_target|nonstop_lebih_4_jam
TRX-0000944,2026-01-24,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,RTGC,RTG-01,box,Loading,Normal,1.0,8,0.84,93.3,Waiting job,5.61,2.61,20.0,100.9,96,100.9,96,95.2,70.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000945,2026-01-24,Shift 1,OPR-011,Operator 011,Tetap,Vendor A,RTGC,RTG-12,box,Discharge,Normal,1.0,8,0.81,7.4,Tidak ada,7.06,3.44,20.0,127.2,124,127.2,124,97.5,88.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000946,2026-01-24,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,Forklift,FL-02,box,Discharge,Normal,1.0,8,0.93,55.5,Weather,6.14,1.99,10.0,55.3,35,55.3,35,63.3,76.8,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000947,2026-01-24,Shift 1,OPR-016,Operator 016,Outsourcing,Vendor C,RTGC,RTG-08,box,Discharge,Normal,1.0,8,0.77,25.2,System interruption,6.81,3.06,20.0,122.6,124,122.6,124,101.1,85.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000948,2026-01-24,Shift 1,OPR-028,Operator 028,Outsourcing,Vendor B,Reach Stacker,RS-05,box,Discharge,Normal,1.0,8,0.82,10.5,System interruption,7.01,3.57,14.0,88.3,93,88.3,93,105.3,87.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000949,2026-01-24,Shift 1,OPR-026,Operator 026,Tetap,Vendor B,Head Truck,HT-09,move,Loading,Kepadatan sedang,0.9,8,0.61,10.3,Operator change,7.21,2.73,10.0,58.4,62,58.4,62,106.1,90.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000950,2026-01-24,Shift 1,OPR-014,Operator 014,Outsourcing,Vendor B,RTGC,RTG-07,box,Discharge,Normal,1.0,8,0.7,19.3,Waiting job,6.98,1.84,20.0,125.6,119,125.6,119,94.7,87.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000951,2026-01-24,Shift 1,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-04,move,Discharge,Normal,1.0,8,0.68,18.8,Waiting job,7.01,3.49,10.0,63.1,58,63.1,58,91.9,87.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000952,2026-01-24,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Forklift,FL-06,box,Loading,Normal,1.0,8,1.15,14.1,System interruption,6.61,3.48,10.0,59.5,56,59.5,56,94.1,82.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000953,2026-01-24,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-08,box,Loading,Normal,1.0,8,0.91,12.2,Operator change,6.89,3.9,28.0,173.6,164,173.6,164,94.4,86.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000954,2026-01-24,Shift 2,OPR-025,Operator 025,Tetap,Vendor C,Reach Stacker,RS-01,box,Discharge,Kepadatan sedang,0.9,8,0.8,26.3,System interruption,6.76,3.09,14.0,76.6,67,76.6,67,87.4,84.5,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000955,2026-01-24,Shift 2,OPR-019,Operator 019,Tetap,Vendor B,Quay Crane,QC-02,box,Loading,Normal,1.0,8,0.7,29.1,Waiting job,6.81,3.76,28.0,171.7,152,171.7,152,88.5,85.2,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000956,2026-01-24,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-06,move,Discharge,Normal,1.0,8,0.63,24.1,Operator change,6.97,2.89,10.0,62.7,80,62.7,80,127.5,87.1,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000957,2026-01-24,Shift 2,OPR-002,Operator 002,Outsourcing,Vendor B,Quay Crane,QC-05,box,Discharge,Penghentian resmi,0.0,8,0.75,411.0,Waiting job,0.4,3.56,28.0,0.0,0,0.0,0,0.0,4.9,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000958,2026-01-24,Shift 2,OPR-030,Operator 030,Outsourcing,Vendor A,Head Truck,HT-12,move,Loading,Kepadatan sedang,0.9,8,1.05,38.0,Operator change,6.32,2.21,10.0,51.2,53,51.2,53,103.6,79.0,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000959,2026-01-24,Shift 2,OPR-028,Operator 028,Outsourcing,Vendor B,Head Truck,HT-10,move,Discharge,Normal,1.0,8,0.66,33.7,Waiting job,6.78,2.85,10.0,61.0,59,61.0,59,96.7,84.7,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000960,2026-01-24,Shift 2,OPR-015,Operator 015,Outsourcing,Vendor A,Forklift,FL-01,box,Discharge,Kepadatan tinggi,0.8,8,0.31,44.8,Weather,6.94,3.71,10.0,50.0,48,50.0,48,96.0,86.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000961,2026-01-24,Shift 2,OPR-021,Operator 021,Outsourcing,Vendor B,Quay Crane,QC-08,box,Discharge,Normal,1.0,8,0.69,32.0,System interruption,6.78,3.32,28.0,170.7,168,170.7,168,98.4,84.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000962,2026-01-24,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-11,move,Loading,Kepadatan sedang,0.9,8,0.85,51.5,Waiting job,6.29,2.71,10.0,51.0,50,51.0,50,98.1,78.7,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000963,2026-01-24,Shift 2,OPR-008,Operator 008,Outsourcing,Vendor B,Quay Crane,QC-03,box,Discharge,Normal,1.0,8,0.73,11.0,Operator change,7.09,3.69,28.0,178.7,227,178.7,227,127.0,88.6,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000964,2026-01-24,Shift 2,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-08,move,Discharge,Normal,1.0,8,0.74,15.0,System interruption,7.01,3.72,10.0,63.1,68,63.1,68,107.8,87.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000965,2026-01-24,Shift 3,OPR-021,Operator 021,Outsourcing,Vendor B,RTGC,RTG-06,box,Loading,Kepadatan sedang,0.9,8,0.88,23.1,Weather,6.74,2.24,20.0,109.2,112,109.2,112,102.6,84.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000966,2026-01-24,Shift 3,OPR-009,Operator 009,Outsourcing,Vendor B,Head Truck,HT-13,move,Loading,Pembatasan alat,0.75,8,0.72,10.5,System interruption,7.1,2.56,10.0,47.9,54,47.9,54,112.6,88.8,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000967,2026-01-24,Shift 3,OPR-022,Operator 022,Outsourcing,Vendor C,RTGC,RTG-08,box,Loading,Normal,1.0,8,0.72,44.3,Yard congestion,6.54,3.08,20.0,117.8,111,117.8,111,94.2,81.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000968,2026-01-24,Shift 3,OPR-015,Operator 015,Outsourcing,Vendor A,RTGC,RTG-05,box,Discharge,Normal,1.0,8,0.99,20.2,Operator change,6.67,4.0,20.0,120.1,109,120.1,109,90.7,83.4,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000969,2026-01-24,Shift 3,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-02,move,Discharge,Normal,1.0,8,0.55,3.5,Tidak ada,7.4,2.63,10.0,66.6,75,66.6,75,112.7,92.4,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000970,2026-01-24,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-04,move,Discharge,Kepadatan sedang,0.9,8,0.77,37.7,System interruption,6.6,3.3,10.0,53.4,56,53.4,56,104.8,82.5,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000971,2026-01-24,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,RTGC,RTG-01,box,Discharge,Kepadatan sedang,0.9,8,0.87,3.5,Tidak ada,7.07,2.79,20.0,114.6,103,114.6,103,89.9,88.4,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000972,2026-01-24,Shift 3,OPR-002,Operator 002,Outsourcing,Vendor B,Quay Crane,QC-04,box,Loading,Normal,1.0,8,0.8,12.5,Equipment breakdown,7.0,2.09,28.0,176.3,191,176.3,191,108.3,87.5,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000973,2026-01-24,Shift 3,OPR-023,Operator 023,Outsourcing,Vendor A,Quay Crane,QC-01,box,Loading,Normal,1.0,8,1.02,32.9,Weather,6.43,2.44,28.0,162.1,174,162.1,174,107.3,80.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000974,2026-01-24,Shift 3,OPR-007,Operator 007,Outsourcing,Vendor B,Quay Crane,QC-02,box,Discharge,Normal,1.0,8,0.91,20.5,Operator change,6.75,2.56,28.0,170.1,148,170.1,148,87.0,84.4,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000975,2026-01-24,Shift 3,OPR-012,Operator 012,Tetap,Vendor B,Reach Stacker,RS-04,box,Loading,Normal,1.0,8,0.84,67.7,Weather,6.03,2.89,14.0,76.0,72,76.0,72,94.8,75.4,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000976,2026-01-24,Shift 3,OPR-016,Operator 016,Outsourcing,Vendor C,Head Truck,HT-15,move,Discharge,Kepadatan tinggi,0.8,8,0.63,25.6,System interruption,6.95,3.14,10.0,50.0,48,50.0,48,96.0,86.8,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000977,2026-01-24,Shift 3,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-14,move,Loading,Kepadatan sedang,0.9,8,0.67,44.7,System interruption,6.58,3.16,10.0,53.3,54,53.3,54,101.3,82.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000978,2026-01-24,Shift 3,OPR-019,Operator 019,Tetap,Vendor B,Reach Stacker,RS-03,box,Loading,Normal,1.0,8,0.92,26.4,Equipment breakdown,6.64,2.7,14.0,83.6,76,83.6,76,90.9,83.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000979,2026-01-24,Shift 3,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-07,move,Discharge,Normal,1.0,8,0.63,7.8,Tidak ada,7.24,2.77,10.0,65.1,70,65.1,70,107.4,90.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000980,2026-01-25,Shift 1,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-02,box,Discharge,Normal,1.0,8,0.68,15.3,Weather,7.07,2.86,20.0,127.3,111,127.3,111,87.2,88.4,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000981,2026-01-25,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Head Truck,HT-07,move,Discharge,Normal,1.0,8,0.78,46.3,Weather,6.45,3.27,10.0,58.1,56,58.1,56,96.5,80.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000982,2026-01-25,Shift 1,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-06,move,Discharge,Kepadatan sedang,0.9,8,0.79,6.0,Tidak ada,7.11,4.55,10.0,57.6,63,57.6,63,109.5,88.8,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000983,2026-01-25,Shift 1,OPR-011,Operator 011,Tetap,Vendor A,Forklift,FL-04,box,Loading,Normal,1.0,8,0.53,22.3,System interruption,7.09,1.83,10.0,63.9,62,63.9,62,97.1,88.7,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000984,2026-01-25,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Reach Stacker,RS-05,box,Discharge,Kepadatan tinggi,0.8,8,0.62,17.8,Operator change,7.09,2.94,14.0,71.4,73,71.4,73,102.2,88.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000985,2026-01-25,Shift 1,OPR-012,Operator 012,Tetap,Vendor B,Head Truck,HT-10,move,Discharge,Normal,1.0,8,0.86,7.1,Tidak ada,7.02,3.43,10.0,63.2,66,63.2,66,104.4,87.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000986,2026-01-25,Shift 1,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-15,move,Loading,Pembatasan alat,0.75,8,0.78,3.6,Tidak ada,7.16,1.72,10.0,48.3,46,48.3,46,95.1,89.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000987,2026-01-25,Shift 1,OPR-028,Operator 028,Outsourcing,Vendor B,RTGC,RTG-10,box,Discharge,Normal,1.0,8,0.57,34.7,Waiting job,6.85,2.19,20.0,123.3,120,123.3,120,97.4,85.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000988,2026-01-25,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,Head Truck,HT-05,move,Loading,Kepadatan sedang,0.9,8,0.77,32.5,Operator change,6.69,3.37,10.0,54.2,60,54.2,60,110.7,83.6,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000989,2026-01-25,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,Forklift,FL-03,box,Loading,Kepadatan sedang,0.9,8,0.76,2.5,Tidak ada,7.2,2.56,10.0,58.3,61,58.3,61,104.6,90.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000990,2026-01-25,Shift 1,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-16,move,Loading,Normal,1.0,8,0.91,6.4,Tidak ada,6.98,3.54,10.0,62.8,62,62.8,62,98.7,87.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000991,2026-01-25,Shift 1,OPR-006,Operator 006,Tetap,Vendor C,Head Truck,HT-04,move,Discharge,Kepadatan sedang,0.9,8,0.71,2.6,Tidak ada,7.24,2.32,10.0,58.7,61,58.7,61,104.0,90.5,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
